AREANM,AREACD,Year,GDHI_Per_Head
Essex Thames Gateway,UKH37,2010,16965
Essex Thames Gateway,UKH37,2011,17177
Essex Thames Gateway,UKH37,2012,17818
Essex Thames Gateway,UKH37,2013,18026
Essex Thames Gateway,UKH37,2014,18161
Essex Thames Gateway,UKH37,2015,19215
Essex Thames Gateway,UKH37,2016,19667
Falkirk,UKM76,1997,8798
Falkirk,UKM76,1998,9134
Falkirk,UKM76,1999,9680
Falkirk,UKM76,2000,10143
Falkirk,UKM76,2001,10771
Falkirk,UKM76,2002,11208
Falkirk,UKM76,2003,11670
Falkirk,UKM76,2004,12108
Falkirk,UKM76,2005,12492
Falkirk,UKM76,2006,13166
Falkirk,UKM76,2007,13888
Falkirk,UKM76,2008,14458
Falkirk,UKM76,2009,14310
Falkirk,UKM76,2010,14127
Falkirk,UKM76,2011,14649
Falkirk,UKM76,2012,15383
Falkirk,UKM76,2013,15690
Falkirk,UKM76,2014,15686
Falkirk,UKM76,2015,16298
Falkirk,UKM76,2016,16516
Fermanagh and Omagh,UKN16,1997,7772
Fermanagh and Omagh,UKN16,1998,7878
Fermanagh and Omagh,UKN16,1999,8194
Fermanagh and Omagh,UKN16,2000,8552
Fermanagh and Omagh,UKN16,2001,8880
Fermanagh and Omagh,UKN16,2002,9281
Fermanagh and Omagh,UKN16,2003,10130
Fermanagh and Omagh,UKN16,2004,11017
Fermanagh and Omagh,UKN16,2005,11788
Fermanagh and Omagh,UKN16,2006,12396
Fermanagh and Omagh,UKN16,2007,12477
Fermanagh and Omagh,UKN16,2008,12502
Fermanagh and Omagh,UKN16,2009,12497
Fermanagh and Omagh,UKN16,2010,12463
Fermanagh and Omagh,UKN16,2011,12916
Fermanagh and Omagh,UKN16,2012,13158
Fermanagh and Omagh,UKN16,2013,13329
Fermanagh and Omagh,UKN16,2014,13607
Fermanagh and Omagh,UKN16,2015,14522
Fermanagh and Omagh,UKN16,2016,14722
Flintshire and Wrexham,UKL23,1997,9772
Flintshire and Wrexham,UKL23,1998,9916
Flintshire and Wrexham,UKL23,1999,10266
Flintshire and Wrexham,UKL23,2000,11315
Flintshire and Wrexham,UKL23,2001,11566
Flintshire and Wrexham,UKL23,2002,11860
Flintshire and Wrexham,UKL23,2003,12311
Flintshire and Wrexham,UKL23,2004,12811
Flintshire and Wrexham,UKL23,2005,13026
Flintshire and Wrexham,UKL23,2006,13332
Flintshire and Wrexham,UKL23,2007,13616
Flintshire and Wrexham,UKL23,2008,14089
Flintshire and Wrexham,UKL23,2009,14037
Flintshire and Wrexham,UKL23,2010,14291
Flintshire and Wrexham,UKL23,2011,14813
Flintshire and Wrexham,UKL23,2012,15304
Flintshire and Wrexham,UKL23,2013,15664
Flintshire and Wrexham,UKL23,2014,16094
Flintshire and Wrexham,UKL23,2015,16830
Flintshire and Wrexham,UKL23,2016,17119
Glasgow City,UKM82,1997,9036
Glasgow City,UKM82,1998,9349
Glasgow City,UKM82,1999,9753
Glasgow City,UKM82,2000,10492
Glasgow City,UKM82,2001,10941
Glasgow City,UKM82,2002,11423
Glasgow City,UKM82,2003,11819
Glasgow City,UKM82,2004,12068
Glasgow City,UKM82,2005,12226
Glasgow City,UKM82,2006,12778
Glasgow City,UKM82,2007,13515
Glasgow City,UKM82,2008,13776
Glasgow City,UKM82,2009,14033
Glasgow City,UKM82,2010,13886
Glasgow City,UKM82,2011,13976
Glasgow City,UKM82,2012,14429
Glasgow City,UKM82,2013,14597
Glasgow City,UKM82,2014,14913
Glasgow City,UKM82,2015,15194
Glasgow City,UKM82,2016,15311
Gloucestershire,UKK13,1997,11799
Gloucestershire,UKK13,1998,12112
Gloucestershire,UKK13,1999,12510
Gloucestershire,UKK13,2000,13243
Gloucestershire,UKK13,2001,13746
Gloucestershire,UKK13,2002,13811
Gloucestershire,UKK13,2003,13900
Gloucestershire,UKK13,2004,14512
Gloucestershire,UKK13,2005,15440
Gloucestershire,UKK13,2006,16193
Gloucestershire,UKK13,2007,16626
Gloucestershire,UKK13,2008,17200
Gloucestershire,UKK13,2009,17347
Gloucestershire,UKK13,2010,17522
Gloucestershire,UKK13,2011,17717
Gloucestershire,UKK13,2012,18360
Gloucestershire,UKK13,2013,19100
Gloucestershire,UKK13,2014,19852
Gloucestershire,UKK13,2015,20712
Gloucestershire,UKK13,2016,20532
Greater Manchester North East,UKD37,1997,9090
Greater Manchester North East,UKD37,1998,9343
Greater Manchester North East,UKD37,1999,9834
Greater Manchester North East,UKD37,2000,10404
Greater Manchester North East,UKD37,2001,10774
Greater Manchester North East,UKD37,2002,11026
Greater Manchester North East,UKD37,2003,11160
Greater Manchester North East,UKD37,2004,11568
Greater Manchester North East,UKD37,2005,11845
Greater Manchester North East,UKD37,2006,12272
Greater Manchester North East,UKD37,2007,12715
Greater Manchester North East,UKD37,2008,12877
Greater Manchester North East,UKD37,2009,13245
Greater Manchester North East,UKD37,2010,13280
Greater Manchester North East,UKD37,2011,13413
Greater Manchester North East,UKD37,2012,14075
Greater Manchester North East,UKD37,2013,14492
Greater Manchester North East,UKD37,2014,14826
Greater Manchester North East,UKD37,2015,15435
Greater Manchester North East,UKD37,2016,15284
Greater Manchester North West,UKD36,1997,9951
Greater Manchester North West,UKD36,1998,10185
Greater Manchester North West,UKD36,1999,10651
Greater Manchester North West,UKD36,2000,11254
Greater Manchester North West,UKD36,2001,11614
Greater Manchester North West,UKD36,2002,11837
Greater Manchester North West,UKD36,2003,12072
Greater Manchester North West,UKD36,2004,12450
Greater Manchester North West,UKD36,2005,12707
Greater Manchester North West,UKD36,2006,13140
Greater Manchester North West,UKD36,2007,13589
Greater Manchester North West,UKD36,2008,13697
Greater Manchester North West,UKD36,2009,14005
Greater Manchester North West,UKD36,2010,14057
Greater Manchester North West,UKD36,2011,14152
Greater Manchester North West,UKD36,2012,14757
Greater Manchester North West,UKD36,2013,15060
Greater Manchester North West,UKD36,2014,15174
Greater Manchester North West,UKD36,2015,15450
Greater Manchester North West,UKD36,2016,15351
Greater Manchester South East,UKD35,1997,9898
Greater Manchester South East,UKD35,1998,10151
Greater Manchester South East,UKD35,1999,10791
Greater Manchester South East,UKD35,2000,11467
Greater Manchester South East,UKD35,2001,11702
Greater Manchester South East,UKD35,2002,12027
Greater Manchester South East,UKD35,2003,12394
Greater Manchester South East,UKD35,2004,12557
Greater Manchester South East,UKD35,2005,12983
Greater Manchester South East,UKD35,2006,13465
Greater Manchester South East,UKD35,2007,13950
Greater Manchester South East,UKD35,2008,14181
Greater Manchester South East,UKD35,2009,14785
Greater Manchester South East,UKD35,2010,14924
Greater Manchester South East,UKD35,2011,15186
Greater Manchester South East,UKD35,2012,15789
Greater Manchester South East,UKD35,2013,16209
Greater Manchester South East,UKD35,2014,16647
Greater Manchester South East,UKD35,2015,17463
Greater Manchester South East,UKD35,2016,17561
Greater Manchester South West,UKD34,1997,11958
Greater Manchester South West,UKD34,1998,12268
Greater Manchester South West,UKD34,1999,12823
Greater Manchester South West,UKD34,2000,13618
Greater Manchester South West,UKD34,2001,13901
Greater Manchester South West,UKD34,2002,14259
Greater Manchester South West,UKD34,2003,14500
Greater Manchester South West,UKD34,2004,14879
Greater Manchester South West,UKD34,2005,15257
Greater Manchester South West,UKD34,2006,15641
Greater Manchester South West,UKD34,2007,16088
Greater Manchester South West,UKD34,2008,16271
Greater Manchester South West,UKD34,2009,16520
Greater Manchester South West,UKD34,2010,16402
Greater Manchester South West,UKD34,2011,16554
Greater Manchester South West,UKD34,2012,17133
Greater Manchester South West,UKD34,2013,17395
Greater Manchester South West,UKD34,2014,17624
Greater Manchester South West,UKD34,2015,18809
Greater Manchester South West,UKD34,2016,18786
Gwent Valleys,UKL16,1997,8854
Gwent Valleys,UKL16,1998,8986
Gwent Valleys,UKL16,1999,9424
Gwent Valleys,UKL16,2000,10304
Gwent Valleys,UKL16,2001,10535
Gwent Valleys,UKL16,2002,10712
Gwent Valleys,UKL16,2003,11194
Gwent Valleys,UKL16,2004,11530
Gwent Valleys,UKL16,2005,11594
Gwent Valleys,UKL16,2006,11653
Gwent Valleys,UKL16,2007,12106
Gwent Valleys,UKL16,2008,12423
Gwent Valleys,UKL16,2009,12357
Gwent Valleys,UKL16,2010,12520
Gwent Valleys,UKL16,2011,12786
Gwent Valleys,UKL16,2012,13377
Gwent Valleys,UKL16,2013,13627
Gwent Valleys,UKL16,2014,13680
Gwent Valleys,UKL16,2015,14261
Gwent Valleys,UKL16,2016,14394
Gwynedd,UKL12,1997,8964
Gwynedd,UKL12,1998,9081
Gwynedd,UKL12,1999,9505
Gwynedd,UKL12,2000,9938
Gwynedd,UKL12,2001,10504
Gwynedd,UKL12,2002,10984
Gwynedd,UKL12,2003,11221
Gwynedd,UKL12,2004,11871
Gwynedd,UKL12,2005,12273
Gwynedd,UKL12,2006,12895
Gwynedd,UKL12,2007,13045
Gwynedd,UKL12,2008,13179
Gwynedd,UKL12,2009,13380
Gwynedd,UKL12,2010,13406
Gwynedd,UKL12,2011,13580
Gwynedd,UKL12,2012,13988
Gwynedd,UKL12,2013,14217
Gwynedd,UKL12,2014,14555
Gwynedd,UKL12,2015,15123
Gwynedd,UKL12,2016,15188
Hackney and Newham,UKI41,1997,6448
Hackney and Newham,UKI41,1998,7061
Hackney and Newham,UKI41,1999,7805
Hackney and Newham,UKI41,2000,8884
Hackney and Newham,UKI41,2001,9492
Hackney and Newham,UKI41,2002,9814
Hackney and Newham,UKI41,2003,10384
Hackney and Newham,UKI41,2004,11194
Hackney and Newham,UKI41,2005,12329
Hackney and Newham,UKI41,2006,13389
Hackney and Newham,UKI41,2007,14288
Hackney and Newham,UKI41,2008,14700
Hackney and Newham,UKI41,2009,14892
Hackney and Newham,UKI41,2010,14911
Hackney and Newham,UKI41,2011,15038
Hackney and Newham,UKI41,2012,15973
Hackney and Newham,UKI41,2013,16920
Hackney and Newham,UKI41,2014,17413
Hackney and Newham,UKI41,2015,18704
Hackney and Newham,UKI41,2016,19261
Haringey and Islington,UKI43,1997,15262
Haringey and Islington,UKI43,1998,15763
Haringey and Islington,UKI43,1999,16783
Haringey and Islington,UKI43,2000,17997
Haringey and Islington,UKI43,2001,18388
Haringey and Islington,UKI43,2002,18727
Haringey and Islington,UKI43,2003,19017
Haringey and Islington,UKI43,2004,19889
Haringey and Islington,UKI43,2005,20879
Haringey and Islington,UKI43,2006,22179
Haringey and Islington,UKI43,2007,23525
Haringey and Islington,UKI43,2008,23841
Haringey and Islington,UKI43,2009,23687
Haringey and Islington,UKI43,2010,24000
Haringey and Islington,UKI43,2011,24086
Haringey and Islington,UKI43,2012,25669
Haringey and Islington,UKI43,2013,26091
Haringey and Islington,UKI43,2014,26916
Haringey and Islington,UKI43,2015,28424
Haringey and Islington,UKI43,2016,28188
Harrow and Hillingdon,UKI74,1997,11488
Harrow and Hillingdon,UKI74,1998,12209
Harrow and Hillingdon,UKI74,1999,12886
Harrow and Hillingdon,UKI74,2000,13844
Harrow and Hillingdon,UKI74,2001,14589
Harrow and Hillingdon,UKI74,2002,15114
Harrow and Hillingdon,UKI74,2003,15799
Harrow and Hillingdon,UKI74,2004,16281
Harrow and Hillingdon,UKI74,2005,17016
Harrow and Hillingdon,UKI74,2006,17399
Harrow and Hillingdon,UKI74,2007,18364
Harrow and Hillingdon,UKI74,2008,18924
Harrow and Hillingdon,UKI74,2009,18616
Harrow and Hillingdon,UKI74,2010,18805
Harrow and Hillingdon,UKI74,2011,18838
Harrow and Hillingdon,UKI74,2012,20163
Harrow and Hillingdon,UKI74,2013,21175
Harrow and Hillingdon,UKI74,2014,21592
Harrow and Hillingdon,UKI74,2015,23224
Harrow and Hillingdon,UKI74,2016,23661
Hartlepool and Stockton-on-Tees,UKC11,1997,9269
Hartlepool and Stockton-on-Tees,UKC11,1998,9362
Hartlepool and Stockton-on-Tees,UKC11,1999,9765
Hartlepool and Stockton-on-Tees,UKC11,2000,10281
Hartlepool and Stockton-on-Tees,UKC11,2001,10721
Hartlepool and Stockton-on-Tees,UKC11,2002,11068
Hartlepool and Stockton-on-Tees,UKC11,2003,11302
Hartlepool and Stockton-on-Tees,UKC11,2004,11744
Hartlepool and Stockton-on-Tees,UKC11,2005,12177
Hartlepool and Stockton-on-Tees,UKC11,2006,12633
Hartlepool and Stockton-on-Tees,UKC11,2007,12923
Hartlepool and Stockton-on-Tees,UKC11,2008,13241
Hartlepool and Stockton-on-Tees,UKC11,2009,13741
Hartlepool and Stockton-on-Tees,UKC11,2010,13887
Hartlepool and Stockton-on-Tees,UKC11,2011,14244
Hartlepool and Stockton-on-Tees,UKC11,2012,14734
Hartlepool and Stockton-on-Tees,UKC11,2013,14752
Hartlepool and Stockton-on-Tees,UKC11,2014,15121
Hartlepool and Stockton-on-Tees,UKC11,2015,15622
Hartlepool and Stockton-on-Tees,UKC11,2016,15291
Heart of Essex,UKH36,1997,13661
Heart of Essex,UKH36,1998,13919
Heart of Essex,UKH36,1999,14605
Heart of Essex,UKH36,2000,15358
Heart of Essex,UKH36,2001,15964
Heart of Essex,UKH36,2002,16326
Heart of Essex,UKH36,2003,16568
Heart of Essex,UKH36,2004,16919
Heart of Essex,UKH36,2005,17387
Heart of Essex,UKH36,2006,17868
Heart of Essex,UKH36,2007,18395
Heart of Essex,UKH36,2008,19092
Heart of Essex,UKH36,2009,19594
Heart of Essex,UKH36,2010,19279
Heart of Essex,UKH36,2011,19508
Heart of Essex,UKH36,2012,20275
Heart of Essex,UKH36,2013,20707
Heart of Essex,UKH36,2014,21288
Heart of Essex,UKH36,2015,22079
Heart of Essex,UKH36,2016,22211
"Herefordshire, County of",UKG11,1997,10259
"Herefordshire, County of",UKG11,1998,10803
"Herefordshire, County of",UKG11,1999,10974
"Herefordshire, County of",UKG11,2000,11607
"Herefordshire, County of",UKG11,2001,12205
"Herefordshire, County of",UKG11,2002,12648
"Herefordshire, County of",UKG11,2003,13064
"Herefordshire, County of",UKG11,2004,13735
"Herefordshire, County of",UKG11,2005,14070
"Herefordshire, County of",UKG11,2006,14909
"Herefordshire, County of",UKG11,2007,15103
"Herefordshire, County of",UKG11,2008,15692
"Herefordshire, County of",UKG11,2009,16091
"Herefordshire, County of",UKG11,2010,16387
"Herefordshire, County of",UKG11,2011,16926
"Herefordshire, County of",UKG11,2012,17342
"Herefordshire, County of",UKG11,2013,17900
"Herefordshire, County of",UKG11,2014,17978
"Herefordshire, County of",UKG11,2015,19016
"Herefordshire, County of",UKG11,2016,19089
Hertfordshire,UKH23,1997,13267
Hertfordshire,UKH23,1998,13969
Hertfordshire,UKH23,1999,14135
Hertfordshire,UKH23,2000,15352
Hertfordshire,UKH23,2001,16156
Hertfordshire,UKH23,2002,16472
Hertfordshire,UKH23,2003,16776
Hertfordshire,UKH23,2004,17142
Hertfordshire,UKH23,2005,17644
Hertfordshire,UKH23,2006,18457
Hertfordshire,UKH23,2007,19345
Hertfordshire,UKH23,2008,19772
Hertfordshire,UKH23,2009,20365
Hertfordshire,UKH23,2010,20094
Hertfordshire,UKH23,2011,20163
Hertfordshire,UKH23,2012,21187
Hertfordshire,UKH23,2013,22184
Hertfordshire,UKH23,2014,22826
Hertfordshire,UKH23,2015,24244
Hertfordshire,UKH23,2016,24311
Hounslow and Richmond upon Thames,UKI75,1997,17505
Hounslow and Richmond upon Thames,UKI75,1998,18134
Hounslow and Richmond upon Thames,UKI75,1999,18718
Hounslow and Richmond upon Thames,UKI75,2000,19986
Hounslow and Richmond upon Thames,UKI75,2001,20473
Hounslow and Richmond upon Thames,UKI75,2002,20790
Hounslow and Richmond upon Thames,UKI75,2003,21457
Hounslow and Richmond upon Thames,UKI75,2004,21881
Hounslow and Richmond upon Thames,UKI75,2005,22576
Hounslow and Richmond upon Thames,UKI75,2006,23279
Hounslow and Richmond upon Thames,UKI75,2007,24271
Hounslow and Richmond upon Thames,UKI75,2008,24835
Hounslow and Richmond upon Thames,UKI75,2009,24638
Hounslow and Richmond upon Thames,UKI75,2010,24533
Hounslow and Richmond upon Thames,UKI75,2011,24710
Hounslow and Richmond upon Thames,UKI75,2012,26256
Hounslow and Richmond upon Thames,UKI75,2013,27382
Hounslow and Richmond upon Thames,UKI75,2014,28161
Hounslow and Richmond upon Thames,UKI75,2015,30389
Hounslow and Richmond upon Thames,UKI75,2016,31505
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,1997,10470
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,1998,10838
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,1999,11193
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2000,12067
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2001,12758
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2002,12938
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2003,13178
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2004,13499
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2005,13977
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2006,14563
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2007,15123
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2008,15842
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2009,16074
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2010,16012
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2011,16094
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2012,16647
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2013,17255
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2014,17480
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2015,18501
"Inverclyde, East Renfrewshire and Renfrewshire",UKM83,2016,18816
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,1997,8970
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,1998,9248
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,1999,9470
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2000,9902
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2001,10364
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2002,10691
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2003,10824
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2004,11142
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2005,11318
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2006,12514
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2007,13373
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2008,15662
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2009,15737
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2010,15989
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2011,15645
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2012,16443
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2013,16956
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2014,17265
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2015,17902
"Inverness & Nairn and Moray, Badenoch & Strathspey",UKM62,2016,18386
Isle of Anglesey,UKL11,1997,9644
Isle of Anglesey,UKL11,1998,10059
Isle of Anglesey,UKL11,1999,10199
Isle of Anglesey,UKL11,2000,10754
Isle of Anglesey,UKL11,2001,10932
Isle of Anglesey,UKL11,2002,11208
Isle of Anglesey,UKL11,2003,11746
Isle of Anglesey,UKL11,2004,12419
Isle of Anglesey,UKL11,2005,12576
Isle of Anglesey,UKL11,2006,12662
Isle of Anglesey,UKL11,2007,13182
Isle of Anglesey,UKL11,2008,13996
Isle of Anglesey,UKL11,2009,14274
Isle of Anglesey,UKL11,2010,14445
Isle of Anglesey,UKL11,2011,14808
Isle of Anglesey,UKL11,2012,15346
Isle of Anglesey,UKL11,2013,15696
Isle of Anglesey,UKL11,2014,15840
Isle of Anglesey,UKL11,2015,16395
Isle of Anglesey,UKL11,2016,16468
Isle of Wight,UKJ34,1997,9865
Isle of Wight,UKJ34,1998,10196
Isle of Wight,UKJ34,1999,10381
Isle of Wight,UKJ34,2000,10925
Isle of Wight,UKJ34,2001,11727
Isle of Wight,UKJ34,2002,12021
Isle of Wight,UKJ34,2003,12123
Isle of Wight,UKJ34,2004,12652
Isle of Wight,UKJ34,2005,13207
Isle of Wight,UKJ34,2006,13860
Isle of Wight,UKJ34,2007,14401
Isle of Wight,UKJ34,2008,14818
Isle of Wight,UKJ34,2009,15524
Isle of Wight,UKJ34,2010,15683
Isle of Wight,UKJ34,2011,15932
Isle of Wight,UKJ34,2012,16164
Isle of Wight,UKJ34,2013,16516
Isle of Wight,UKJ34,2014,16414
Isle of Wight,UKJ34,2015,16975
Isle of Wight,UKJ34,2016,16781
Kensington & Chelsea and Hammersmith & Fulham,UKI33,1997,27630
Kensington & Chelsea and Hammersmith & Fulham,UKI33,1998,28204
Kensington & Chelsea and Hammersmith & Fulham,UKI33,1999,29111
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2000,31520
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2001,31184
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2002,30662
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2003,31327
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2004,33340
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2005,35762
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2006,39309
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2007,43444
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2008,46177
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2009,45838
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2010,43939
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2011,42838
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2012,47046
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2013,52377
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2014,55611
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2015,59612
Kensington & Chelsea and Hammersmith & Fulham,UKI33,2016,58816
Kent Thames Gateway,UKJ43,1997,10683
Kent Thames Gateway,UKJ43,1998,10928
Kent Thames Gateway,UKJ43,1999,11332
Kent Thames Gateway,UKJ43,2000,12038
Kent Thames Gateway,UKJ43,2001,12525
Kent Thames Gateway,UKJ43,2002,13049
Kent Thames Gateway,UKJ43,2003,13237
Kent Thames Gateway,UKJ43,2004,13680
Kent Thames Gateway,UKJ43,2005,14041
Kent Thames Gateway,UKJ43,2006,14473
Kent Thames Gateway,UKJ43,2007,15109
Kent Thames Gateway,UKJ43,2008,15493
Kent Thames Gateway,UKJ43,2009,15882
Kent Thames Gateway,UKJ43,2010,15890
Kent Thames Gateway,UKJ43,2011,16134
Kent Thames Gateway,UKJ43,2012,16721
Kent Thames Gateway,UKJ43,2013,17175
Kent Thames Gateway,UKJ43,2014,17495
Kent Thames Gateway,UKJ43,2015,18425
Kent Thames Gateway,UKJ43,2016,18539
"Kingston upon Hull, City of",UKE11,1997,7411
"Kingston upon Hull, City of",UKE11,1998,7791
"Kingston upon Hull, City of",UKE11,1999,8237
"Kingston upon Hull, City of",UKE11,2000,9031
"Kingston upon Hull, City of",UKE11,2001,9548
"Kingston upon Hull, City of",UKE11,2002,9833
"Kingston upon Hull, City of",UKE11,2003,9837
"Kingston upon Hull, City of",UKE11,2004,9965
"Kingston upon Hull, City of",UKE11,2005,10164
"Kingston upon Hull, City of",UKE11,2006,10239
"Kingston upon Hull, City of",UKE11,2007,10584
"Kingston upon Hull, City of",UKE11,2008,10896
"Kingston upon Hull, City of",UKE11,2009,11426
"Kingston upon Hull, City of",UKE11,2010,11451
"Kingston upon Hull, City of",UKE11,2011,11786
"Kingston upon Hull, City of",UKE11,2012,12155
"Kingston upon Hull, City of",UKE11,2013,12264
"Kingston upon Hull, City of",UKE11,2014,12605
"Kingston upon Hull, City of",UKE11,2015,13103
"Kingston upon Hull, City of",UKE11,2016,13380
Lambeth,UKI45,1997,11141
Lambeth,UKI45,1998,11639
Lambeth,UKI45,1999,12486
Lambeth,UKI45,2000,13653
Lambeth,UKI45,2001,13932
Lambeth,UKI45,2002,14217
Lambeth,UKI45,2003,14625
Lambeth,UKI45,2004,15342
Lambeth,UKI45,2005,16273
Lambeth,UKI45,2006,17308
Lambeth,UKI45,2007,18479
Lambeth,UKI45,2008,18882
Lambeth,UKI45,2009,18960
Lambeth,UKI45,2010,19333
Lambeth,UKI45,2011,19469
Lambeth,UKI45,2012,20732
Lambeth,UKI45,2013,21608
Lambeth,UKI45,2014,22510
Lambeth,UKI45,2015,24935
Lambeth,UKI45,2016,24965
Lancaster and Wyre,UKD44,1997,9241
Lancaster and Wyre,UKD44,1998,9555
Lancaster and Wyre,UKD44,1999,9839
Lancaster and Wyre,UKD44,2000,10539
Lancaster and Wyre,UKD44,2001,10982
Lancaster and Wyre,UKD44,2002,11389
Lancaster and Wyre,UKD44,2003,11724
Lancaster and Wyre,UKD44,2004,12105
Lancaster and Wyre,UKD44,2005,12492
Lancaster and Wyre,UKD44,2006,12904
Lancaster and Wyre,UKD44,2007,13403
Lancaster and Wyre,UKD44,2008,13773
Lancaster and Wyre,UKD44,2009,14522
Lancaster and Wyre,UKD44,2010,14491
Lancaster and Wyre,UKD44,2011,14686
Lancaster and Wyre,UKD44,2012,15073
Lancaster and Wyre,UKD44,2013,15499
Lancaster and Wyre,UKD44,2014,15778
Lancaster and Wyre,UKD44,2015,16212
Lancaster and Wyre,UKD44,2016,16355
Leeds,UKE42,1997,10178
Leeds,UKE42,1998,10513
Leeds,UKE42,1999,10879
Leeds,UKE42,2000,11730
Leeds,UKE42,2001,12080
Leeds,UKE42,2002,12366
Leeds,UKE42,2003,12631
Leeds,UKE42,2004,12770
Leeds,UKE42,2005,12986
Leeds,UKE42,2006,13391
Leeds,UKE42,2007,14023
Leeds,UKE42,2008,14290
Leeds,UKE42,2009,14545
Leeds,UKE42,2010,14575
Leeds,UKE42,2011,14907
Leeds,UKE42,2012,15278
Leeds,UKE42,2013,15693
Leeds,UKE42,2014,15923
Leeds,UKE42,2015,16647
Leeds,UKE42,2016,16814
Leicester,UKF21,1997,8348
Leicester,UKF21,1998,8267
Leicester,UKF21,1999,8660
Leicester,UKF21,2000,9221
Leicester,UKF21,2001,9568
Leicester,UKF21,2002,9843
Leicester,UKF21,2003,9997
Leicester,UKF21,2004,10196
Leicester,UKF21,2005,10110
Leicester,UKF21,2006,10304
Leicester,UKF21,2007,10760
Leicester,UKF21,2008,10647
Leicester,UKF21,2009,10953
Leicester,UKF21,2010,11127
Leicester,UKF21,2011,11178
Leicester,UKF21,2012,11640
Leicester,UKF21,2013,11863
Leicester,UKF21,2014,12049
Leicester,UKF21,2015,12599
Leicester,UKF21,2016,12848
Leicestershire CC and Rutland,UKF22,1997,11144
Leicestershire CC and Rutland,UKF22,1998,11480
Leicestershire CC and Rutland,UKF22,1999,11783
Leicestershire CC and Rutland,UKF22,2000,12344
Leicestershire CC and Rutland,UKF22,2001,12726
Leicestershire CC and Rutland,UKF22,2002,13101
Leicestershire CC and Rutland,UKF22,2003,13697
Leicestershire CC and Rutland,UKF22,2004,14177
Leicestershire CC and Rutland,UKF22,2005,14588
Leicestershire CC and Rutland,UKF22,2006,14955
Leicestershire CC and Rutland,UKF22,2007,15652
Leicestershire CC and Rutland,UKF22,2008,15770
Leicestershire CC and Rutland,UKF22,2009,16111
Leicestershire CC and Rutland,UKF22,2010,16109
Leicestershire CC and Rutland,UKF22,2011,16436
Leicestershire CC and Rutland,UKF22,2012,16987
Leicestershire CC and Rutland,UKF22,2013,17274
